WED,CSE-05,B-203,X,B-203,AI,B-203,CC|SPM,B-203,ML,B-203,UHV,B-203,X
THU,CSE-05,B-203,X,B-203,ML,B-203,UHV,---,X,---,X,---,X
FRI,CSE-05,A-DL-008,ML,A-DL-008,AI(L),A-DL-008,AI(L),B-202,CC|SPM,B-202,UHV,B-202,AI
SAT,CSE-05,---,X,---,X,---,X,---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-06,---,X,---,X,---,X,---,X,---,X,---,X
TUE,CSE-06,B-204,X,B-204,UHV,B-204,ML,A-DL-008,AD,A-DL-008,AD(L),A-DL-008,AD(L)
WED,CSE-06,B-204,X,B-204,CC|SPM,B-204,AI,---,X,---,X,---,X
THU,CSE-06,---,X,B-204,X,B-204,AI,B-203,ML,B-203,UHV,B-203,X
FRI,CSE-06,---,X,B-204,CC|SPM,B-204,UHV,B-203,AI,B-203,ML,B-203,X
SAT,CSE-06,A-DL-008,ML,A-DL-008,AI(L),A-DL-008,AI(L),B-404,CC|SPM,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-07,WL-101,ML,WL-101,AI(L),WL-101,AI(L),B-205,UHV,B-205,CC|SPM,B-205,AI
TUE,CSE-07,---,X,---,X,---,X,---,X,---,X,---,X
WED,CSE-07,---,X,B-205,X,B-205,UHV,WL-101,AD,WL-101,AD(L),WL-101,AD(L)
THU,CSE-07,B-205,X,B-205,CC|SPM,B-205,ML,---,X,---,X,---,X
FRI,CSE-07,---,X,B-205,X,B-205,CC|SPM,B-204,ML,B-204,AI,B-204,UHV
SAT,CSE-07,---,X,B-205,AI,B-205,ML,---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-08,B-204,X,B-204,CC|SPM,B-204,ML,---,X,---,X,---,X
TUE,CSE-08,---,X,B-305,X,B-305,ML,B-205,AI,B-205,UHV,B-205,CC|SPM
WED,CSE-08,---,X,---,X,---,X,---,X,---,X,---,X
THU,CSE-08,B-206,X,B-206,UHV,B-206,AI,WL-101,AD,WL-101,AD(L),WL-101,AD(L)
FRI,CSE-08,B-206,X,B-206,ML,B-206,UHV,---,X,---,X,---,X
SAT,CSE-08,A-LH-201,AI,A-LH-201,AI(L),A-LH-201,AI(L),B-201,CC|SPM,B-201,ML,B-201,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-09,---,X,B-205,AI,B-205,ML,B-206,UHV,B-206,CC|SPM,B-206,X
TUE,CSE-09,B-205,X,B-205,CC|SPM,B-205,UHV,A-LH-207,ML,---,X,---,X
WED,CSE-09,WL-101,ML,WL-101,AI(L),WL-101,AI(L),B-205,AI,B-205,UHV,B-205,X
THU,CSE-09,---,X,---,X,---,X,---,X,---,X,---,X
FRI,CSE-09,---,X,---,X,---,X,WL-101,AD,WL-101,AD(L),WL-101,AD(L)
SAT,CSE-09,B-301,CC|SPM,B-301,AI,B-301,ML,---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-10,---,X,B-206,X,B-206,CC|SPM,B-301,AI,B-301,ML,B-301,X
TUE,CSE-10,---,X,B-206,AI,B-206,UHV,B-206,ML,B-206,X,B-206,X
WED,CSE-10,B-206,X,B-206,CC|SPM,B-206,AI,B-206,ML,B-206,UHV,B-206,X
THU,CSE-10,WL-101,ML,WL-101,AI(L),WL-101,AI(L),B-204,CC|SPM,B-204,UHV,B-204,X
FRI,CSE-10,---,X,---,X,---,X,---,X,---,X,---,X
SAT,CSE-10,---,X,---,X,---,X,WL-101,AD,WL-101,AD(L),WL-101,AD(L)
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-11,B-301,X,B-301,UHV,B-301,ML,WL-101,AD,WL-101,AD(L),WL-101,AD(L)
TUE,CSE-11,---,X,B-301,CC|SPM,B-301,ML,B-301,AI,B-301,X,B-301,X
WED,CSE-11,B-301,X,B-301,AI,B-301,CC|SPM,---,X,---,X,---,X
THU,CSE-11,---,X,---,X,---,X,A-LH-201,AI,A-LH-201,ML,A-LH-201,UHV
FRI,CSE-11,WL-101,ML,WL-101,AI(L),WL-101,AI(L),B-205,CC|SPM,B-205,UHV,B-205,X
SAT,CSE-11,---,X,---,X,---,X,---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-12,---,X,---,X,---,X,---,X,---,X,---,X
TUE,CSE-12,B-302,X,B-302,AI,B-302,UHV,WL-101,AD,WL-101,AD(L),WL-101,AD(L)
WED,CSE-12,---,X,A-LH-205,X,A-LH-205,X,B-301,CC|SPM,B-301,UHV,B-301,ML
THU,CSE-12,---,X,B-302,X,B-302,ML,B-205,CC|SPM,B-205,AI,B-205,X
FRI,CSE-12,B-302,ML,B-302,AI,B-302,UHV,---,X,---,X,---,X
SAT,CSE-12,WL-101,ML,WL-101,AI(L),WL-101,AI(L),B-406,CC|SPM,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-13,B-205,ML,WL-102,AI(L),WL-102,AI(L),B-302,AI,B-302,UHV,B-302,X
TUE,CSE-13,---,X,---,X,---,X,---,X,---,X,---,X
WED,CSE-13,---,X,B-302,X,B-302,UHV,WL-102,AD,WL-102,AD(L),WL-102,AD(L)
THU,CSE-13,---,X,---,X,---,X,B-206,AI,B-206,CC|SPM,B-206,ML
FRI,CSE-13,---,X,B-303,AI,B-303,UHV,B-206,ML,B-206,CC|SPM,B-206,X
SAT,CSE-13,---,X,B-302,ML,B-302,CC|SPM,---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-14,B-302,X,B-302,CC|SPM,B-302,UHV,A-LH-207,ML,A-LH-207,AI,A-LH-207,X
TUE,CSE-14,WL-102,ML,WL-102,AI(L),WL-102,AI(L),B-302,AI,B-302,UHV,B-302,X
WED,CSE-14,---,X,---,X,---,X,---,X,---,X,---,X
THU,CSE-14,---,X,---,X,---,X,A-LH-202,CC|SPM,A-LH-202,ML,A-LH-202,X
FRI,CSE-14,B-304,ML,B-304,AI,B-304,CC|SPM,B-301,UHV,B-301,X,B-301,X
SAT,CSE-14,---,X,---,X,---,X,A-DL-001,AD,A-DL-001,AD(L),A-DL-001,AD(L)
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-15,---,X,B-303,X,B-303,AI,B-303,CC|SPM,B-303,UHV,B-303,ML
TUE,CSE-15,B-303,X,B-303,UHV,B-303,CC|SPM,A-LH-201,ML,---,X,---,X
WED,CSE-15,B-205,ML,WL-102,AI(L),WL-102,AI(L),B-302,AI,B-302,UHV,B-302,X
THU,CSE-15,---,X,---,X,---,X,---,X,---,X,---,X
FRI,CSE-15,---,X,B-305,X,B-305,ML,A-LH-202,AD,WL-102,AD(L),WL-102,AD(L)
SAT,CSE-15,---,X,B-303,AI,B-303,CC|SPM,---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-16,B-304,ML,B-304,AI,B-304,CC|SPM,---,X,---,X,---,X
TUE,CSE-16,B-304,X,B-304,UHV,B-304,CC|SPM,B-303,AI,B-303,ML,B-303,X
WED,CSE-16,B-303,X,B-303,AI,B-303,UHV,---,X,---,X,---,X
THU,CSE-16,---,X,B-305,X,B-305,UHV,A-DL-002,ML,A-DL-002,AI(L),A-DL-002,AI(L)
FRI,CSE-16,---,X,---,X,---,X,---,X,---,X,---,X
SAT,CSE-16,B-203,AD,WL-102,AD(L),WL-102,AD(L),A-LH-003,ML,A-LH-003,CC|SPM,A-LH-003,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-17,---,X,B-305,X,B-305,ML,WL-102,AD,WL-102,AD(L),WL-102,AD(L)
TUE,CSE-17,---,X,---,X,---,X,B-304,ML,B-304,CC|SPM,B-304,AI
WED,CSE-17,B-304,X,B-304,CC|SPM,B-304,UHV,---,X,---,X,---,X
THU,CSE-17,B-306,ML,B-306,AI,B-306,CC|SPM,A-LH-204,UHV,A-LH-204,X,A-LH-204,X
FRI,CSE-17,B-204,ML,WL-102,AI(L),WL-102,AI(L),B-302,AI,B-302,UHV,B-302,X
SAT,CSE-17,---,X,---,X,---,X,---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-18,---,X,---,X,---,X,---,X,---,X,---,X
TUE,CSE-18,---,X,B-306,AI,B-306,UHV,A-LH-202,AD,WL-102,AD(L),WL-102,AD(L)
WED,CSE-18,---,X,B-305,ML,B-305,CC|SPM,B-303,AI,B-303,X,B-303,X
THU,CSE-18,B-401,CC|SPM,B-401,ML,B-401,UHV,---,X,---,X,---,X
FRI,CSE-18,---,X,B-306,X,B-306,AI,B-303,CC|SPM,B-303,UHV,B-303,ML
SAT,CSE-18,A-DL-002,ML,A-DL-002,AI(L),A-DL-002,AI(L),---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-19,A-DL-002,ML,A-DL-002,AI(L),A-DL-002,AI(L),B-304,CC|SPM,B-304,UHV,B-304,X
TUE,CSE-19,---,X,---,X,---,X,---,X,---,X,---,X
WED,CSE-19,---,X,B-306,X,B-306,UHV,A-DL-002,AD,A-DL-002,AD(L),A-DL-002,AD(L)
THU,CSE-19,---,X,B-402,CC|SPM,B-402,AI,B-301,ML,B-301,X,B-301,X
FRI,CSE-19,B-401,X,B-401,AI,B-401,CC|SPM,B-304,ML,B-304,UHV,B-304,X
SAT,CSE-19,---,X,B-304,X,B-304,ML,A-LH-005,AI,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-20,---,X,---,X,---,X,B-305,UHV,B-305,CC|SPM,B-305,X
TUE,CSE-20,A-DL-002,ML,A-DL-002,AI(L),A-DL-002,AI(L),B-305,AI,B-305,UHV,B-305,X
WED,CSE-20,---,X,---,X,---,X,---,X,---,X,---,X
THU,CSE-20,---,X,B-403,X,B-403,ML,A-DL-102,AD,A-DL-102,AD(L),A-DL-102,AD(L)
FRI,CSE-20,---,X,B-402,CC|SPM,B-402,ML,B-305,AI,B-305,UHV,B-305,X
SAT,CSE-20,---,X,B-305,X,B-305,CC|SPM,B-203,AI,B-203,ML,B-203,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-21,---,X,B-401,X,B-401,CC|SPM,B-306,UHV,B-306,ML,B-306,AI
TUE,CSE-21,B-401,X,B-401,CC|SPM,B-401,AI,B-306,ML,B-306,UHV,B-306,X
WED,CSE-21,A-DL-002,ML,A-DL-002,AI(L),A-DL-002,AI(L),B-304,CC|SPM,B-304,UHV,B-304,X
THU,CSE-21,---,X,---,X,---,X,---,X,---,X,---,X
FRI,CSE-21,---,X,---,X,---,X,A-DL-002,AD,A-DL-002,AD(L),A-DL-002,AD(L)
SAT,CSE-21,---,X,B-306,X,B-306,AI,A-LH-009,ML,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-22,B-402,X,B-402,CC|SPM,B-402,UHV,---,X,---,X,---,X
TUE,CSE-22,---,X,B-402,X,B-402,X,B-401,AI,B-401,CC|SPM,B-401,ML
WED,CSE-22,B-401,ML,B-401,CC|SPM,B-401,UHV,---,X,---,X,---,X
THU,CSE-22,B-204,ML,WL-102,AI(L),WL-102,AI(L),B-302,AI,B-302,UHV,B-302,X
FRI,CSE-22,---,X,---,X,---,X,---,X,---,X,---,X
SAT,CSE-22,---,X,B-401,ML,B-401,AI,A-LH-010,AD,WL-102,AD(L),WL-102,AD(L)
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-23,---,X,B-403,X,B-403,ML,A-DL-002,AD,A-DL-002,AD(L),A-DL-002,AD(L)
TUE,CSE-23,---,X,---,X,---,X,B-402,ML,B-402,AI,B-402,CC|SPM
WED,CSE-23,B-402,X,B-402,CC|SPM,B-402,AI,B-305,ML,B-305,UHV,B-305,X
THU,CSE-23,---,X,---,X,---,X,B-303,UHV,B-303,ML,B-303,AI
FRI,CSE-23,A-DL-002,CC|SPM,A-DL-002,AI(L),A-DL-002,AI(L),B-306,UHV,B-306,X,B-306,X
SAT,CSE-23,---,X,---,X,---,X,---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-24,---,X,---,X,---,X,---,X,---,X,---,X
TUE,CSE-24,B-404,X,B-404,AI,B-404,UHV,A-DL-002,AD,A-DL-002,AD(L),A-DL-002,AD(L)
WED,CSE-24,---,X,B-403,X,B-403,CC|SPM,B-306,ML,B-306,X,B-306,X
THU,CSE-24,---,X,B-404,X,B-404,AI,B-304,UHV,B-304,CC|SPM,B-304,ML
FRI,CSE-24,---,X,B-404,ML,B-404,UHV,---,X,---,X,---,X
SAT,CSE-24,A-DL-102,ML,A-DL-102,AI(L),A-DL-102,AI(L),B-204,CC|SPM,B-204,AI,B-204,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-25,---,X,B-404,X,B-404,UHV,A-DL-102,ML,A-DL-102,AI(L),A-DL-102,AI(L)
TUE,CSE-25,---,X,---,X,---,X,---,X,---,X,---,X
WED,CSE-25,A-DL-102,AD,A-DL-102,AD(L),A-DL-102,AD(L),B-401,UHV,B-401,AI,B-401,X
THU,CSE-25,---,X,B-405,X,B-405,ML,B-305,AI,B-305,CC|SPM,B-305,X
FRI,CSE-25,---,X,B-405,UHV,B-405,AI,B-401,ML,B-401,CC|SPM,B-401,X
SAT,CSE-25,---,X,---,X,---,X,B-205,ML,B-205,CC|SPM,B-205,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-26,B-405,X,B-405,AI,B-405,CC|SPM,B-401,ML,B-401,UHV,B-401,X
TUE,CSE-26,---,X,B-403,X,B-403,X,B-403,AI,B-403,UHV,B-403,ML
WED,CSE-26,---,X,---,X,---,X,---,X,---,X,---,X
THU,CSE-26,---,X,---,X,---,ML,A-DL-108,AD,A-DL-108,AD(L),A-DL-108,AD(L)
FRI,CSE-26,B-406,CC|SPM,B-406,ML,B-406,UHV,---,X,---,X,---,X
SAT,CSE-26,A-LH-202,AI,A-LH-202,AI(L),A-LH-202,AI(L),B-206,CC|SPM,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-27,---,X,B-406,X,B-406,AI,B-402,UHV,B-402,CC|SPM,B-402,ML
TUE,CSE-27,---,X,B-405,X,B-405,UHV,B-404,ML,B-404,CC|SPM,B-404,X
WED,CSE-27,A-DL-108,ML,A-DL-108,AI(L),A-DL-108,AI(L),B-402,AI,B-402,UHV,B-402,X
THU,CSE-27,---,X,---,X,---,X,---,X,---,X,---,X
FRI,CSE-27,---,X,B-301,X,B-301,ML,A-DL-102,AD,A-DL-102,AD(L),A-DL-102,AD(L)
SAT,CSE-27,---,X,B-403,AI,B-403,CC|SPM,---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-28,---,X,A-LH-003,ML,A-LH-003,AI,B-403,CC|SPM,B-403,X,B-403,X
TUE,CSE-28,---,X,B-406,UHV,B-406,AI,B-405,CC|SPM,B-405,X,B-405,X
WED,CSE-28,---,X,B-404,X,B-404,CC|SPM,B-403,ML,B-403,UHV,B-403,X
THU,CSE-28,---,X,A-DL-002,AI(L),A-DL-002,AI(L),B-306,AI,B-306,ML,B-306,UHV
FRI,CSE-28,---,X,---,X,---,X,---,X,---,X,---,X
SAT,CSE-28,---,X,B-404,X,B-404,ML,A-DL-002,AD,A-DL-002,AD(L),A-DL-002,AD(L)
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-29,---,X,A-LH-004,ML,A-LH-004,AI,A-DL-108,AD,A-DL-108,AD(L),A-DL-108,AD(L)
TUE,CSE-29,---,X,---,X,---,X,B-406,CC|SPM,B-406,AI,B-406,X
WED,CSE-29,B-405,X,B-405,AI,B-405,CC|SPM,B-404,ML,B-404,UHV,B-404,X
THU,CSE-29,---,X,A-LH-003,X,A-LH-003,X,B-401,UHV,B-401,ML,B-401,X
FRI,CSE-29,A-DL-102,ML,A-DL-102,AI(L),A-DL-102,AI(L),B-402,CC|SPM,B-402,UHV,B-402,X
SAT,CSE-29,---,X,---,X,---,X,---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-30,---,X,---,X,---,X,---,X,---,X,---,X
TUE,CSE-30,---,X,A-LH-004,X,A-LH-004,ML,A-DL-102,AD,A-DL-102,AD(L),A-DL-102,AD(L)
WED,CSE-30,B-406,ML,B-406,AI,B-406,CC|SPM,B-405,UHV,---,X,---,X
THU,CSE-30,---,X,A-LH-004,X,A-LH-004,UHV,---,X,---,X,---,X
FRI,CSE-30,---,X,A-LH-004,ML,A-LH-004,AI,B-403,CC|SPM,B-403,UHV,B-403,X
SAT,CSE-30,A-DL-108,AI,A-DL-108,AI(L),A-DL-108,AI(L),B-301,ML,B-301,CC|SPM,B-301,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-31,A-DL-102,ML,A-DL-102,AI(L),A-DL-102,AI(L),B-404,AI,B-404,UHV,B-404,X
TUE,CSE-31,---,X,---,X,---,X,---,X,---,X,---,X
WED,CSE-31,A-LH-003,X,A-LH-003,UHV,A-LH-003,CC|SPM,A-DL-102,AD,A-DL-102,AD(L),A-DL-102,AD(L)
THU,CSE-31,---,X,A-LH-005,X,A-LH-005,AI,B-402,ML,B-402,CC|SPM,B-402,X
FRI,CSE-31,---,X,A-LH-005,X,A-LH-005,AI,B-404,ML,B-404,UHV,B-404,X
SAT,CSE-31,---,X,---,X,---,X,---,X,B-302,CC|SPM,B-302,ML
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-32,---,X,A-LH-005,X,A-LH-005,CC|SPM,B-405,AI,B-405,ML,B-405,UHV
TUE,CSE-32,A-DL-108,ML,A-DL-108,AI(L),A-DL-108,AI(L),---,X,---,X,---,X
WED,CSE-32,---,X,---,X,---,X,---,X,---,X,---,X
THU,CSE-32,A-LH-009,X,A-LH-009,UHV,A-LH-009,AI,A-DL-101,AD,A-DL-101,AD(L),A-DL-101,AD(L)
FRI,CSE-32,---,X,A-LH-009,CC|SPM,A-LH-009,ML,B-405,UHV,B-405,AI,B-405,X
SAT,CSE-32,---,X,---,X,---,X,B-303,CC|SPM,B-303,ML,B-303,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-33,---,X,A-LH-009,X,A-LH-009,AI,B-406,UHV,B-406,CC|SPM,B-406,ML
TUE,CSE-33,A-LH-005,ML,A-LH-005,CC|SPM,A-LH-005,UHV,---,X,---,X,---,X
WED,CSE-33,A-DL-101,X,A-DL-101,AI(L),A-DL-101,AI(L),B-406,AI,B-406,UHV,B-406,ML
THU,CSE-33,---,X,---,X,---,X,---,X,---,X,---,X
FRI,CSE-33,---,X,A-LH-010,X,A-LH-010,ML,A-DL-108,AD,A-DL-108,AD(L),A-DL-108,AD(L)
SAT,CSE-33,B-405,CC|SPM,B-405,AI,B-405,X,---,X,---,X,---,X
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-34,---,X,A-LH-010,X,A-LH-010,AI,A-LH-003,CC|SPM,A-LH-003,ML,A-LH-003,X
TUE,CSE-34,---,X,A-LH-009,X,A-LH-009,X,A-LH-003,AI,A-LH-003,UHV,A-LH-003,X
WED,CSE-34,---,X,A-LH-004,X,A-LH-004,UHV,A-LH-003,ML,A-LH-003,CC|SPM,A-LH-003,AI
THU,CSE-34,---,X,A-DL-102,AI(L),A-DL-102,AI(L),B-403,ML,B-403,UHV,B-403,CC|SPM
FRI,CSE-34,---,X,---,X,---,X,---,X,---,X,---,X
SAT,CSE-34,---,X,B-406,X,B-406,ML,A-DL-102,AD,A-DL-102,AD(L),A-DL-102,AD(L)
,,,,,,,,,,,,,
DAY,Section,ROOM1,8 TO 9,ROOM2,9 TO 10,ROOM2,10 to 11,ROOM4,11 TO 12,ROOM5,12 TO 1,ROOM6,1 TO 2
MON,CSE-35,---,X,A-LH-104,CC|SPM,A-LH-104,ML,A-DL-101,AD,A-DL-101,AD(L),A-DL-101,AD(L)
